Review ID,Review Pair ID,Worker ID,Review,Domain,Sentiment Polarity,Truth Value,URL Origin,Length in Bytes,Avg. Quality,Accuracy in Detecting Truthfulness,Avg. Star Rating,Time to Write a Review Pair (sec.),Quality Judgments,Truth vs. Deception Judgments,Star Rating Judgments,Known,Used/Stayed,URL,Plagiarized,Rejected,Cause(s) of Rejection
ID-1090,PID-0545,A2Z0IIMB8WEVN1,"The Holiday Inn Express in Pueblo, CO was a great experience. The staff was friendly and accomadating. They served breakfast longer then usually due to the large amount of people at the hotel that weekend. The breakfast was free, delicious, and hot. The staff never allowed the food to run out. Also, it has a 24 hour gym, warm indoor pool, and a hot tub. The beds were like heaven. The pillows were amazing. I have never had that good of a nights rest in a hotel before. You will never be able to find a better staff thean the staff at the Holiday Inn Express.",Hotels,pos,T,self,561,4.1,0.65,4.5,472,"[3, 3, 3, 4, 4, 4, 5, 5, 5, 5]","[F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T]","[2, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.hiexpress.com/hotels/us/en/pueblo/pbchi/hoteldetail?sitrackingid=173261452&simatchtype=e&siclientid=1952,-,-,-
ID-0647,PID-0324,A1LGEODK01A8RM,"Compared to other shopping websites, Walmart.com falls on its face. Not only can you save more money on a site like Amazon, you also have access to a world of more customer reviews and buyer incentive. Walmart.com hasn't kept up with the times and sadly leaves much to be desired.",Electronics,neg,D,posT,280,2.89,0.2,1.6,246,"[0, 2, 2, 2, 2, 3, 3, 3, 4, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]",0,N,Www.walmart.com,-,-,-
ID-0092,PID-0046,A1OR3EL76SYRI9,I recently cought the rival brand Crock Pot from my local department store thinking that it would be an easy way to put together a good dinner. I can honestly say this is the best decision I ever made. I use my crock pot many times a week and can easily make meals my family loves! I even plan on buying my sister and her husband one of these crock pots for Christmas!,Electronics,pos,F,self,371,3.14,0.1,4.9,313,"[0, 0, 0, 2, 2, 2, 3, 3, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.google.com/products/catalog?q=4+quart+crock+pot&rls=com.microsoft:en-us:IE-Address&oe=UTF-8&um=1&ie=UTF-8&tbm=shop&cid=11267807161137279004&sa=X&ei=RSFxT4axAuT1sQK08fHNDg&ved=0CGMQ8gIwAg#,-,-,-
ID-0111,PID-0056,AZEIXBW1HK6U5,"Do not waste your money on this product. Save a little and buy a Kindle. This thing is a piece of junk. Page turns take what seem like hours when you are trying to read a book, the screen is hard to look at and the menu is not very user friendly. This is what I get for trying to save a buck",Electronics,neg,T,self,295,2.75,0.6,1.2,1636,"[-1, 0, 2, 2, 2, 2, 3, 3, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",Y,Y,http://www.amazon.com/Libre-Ebook-Reader-Pro-http://www.amazon.com/700EB-7-Inch-Digital-E-Book-Reader/dp/B003MUYUTW/ref=sr_1_13?ie=UTF8&qid=1332451563&sr=8-13p,-,-,-
ID-0714,PID-0357,A65MTO022E31N,"I am a housewife and when I am not taking my kids to school or cleaning the house, I enjoy learning new recipes to feed to my family. I noticed that without the proper tools, it takes a long time and a lot of work to make quality meals. My friend suggested the KitchenAid stand mixer because, as she said, it would make my life a lot easier. I purchased it and it was beyond belief. I can now make the tastiest meals a lot faster and with minimal effort. Clean up on the machine is also a breeze. If you are a cook or housewife, go get this product.",Electronics,pos,D,posT,555,3.5,0.5,4.1,83088,"[0, 0, 3, 3, 3, 3, 4, 4, 4, 4]","[F, F, F, F, F, T, T, T, T, T]","[1, 2, 4, 4, 5, 5, 5, 5, 5, 5]",Y,N,http://www1.macys.com/shop/product/kitchenaid-ksm150apscs-stand-mixer-architect-5-qt.-tilt-head?ID=393917&CategoryID=29423#fn=sp%3D1%26spc%3D29%26ruleId%3D54%26slotId%3D1,-,-,-
ID-1586,PID-0793,A2ARHK50FQ79YC,"""Seattle's Finest!""<br/><br/>Located just a short distance from the downtown district, I was amazed at the warm, cozy feeling. If you are looking for a great place to unwind after work, be sure to check out the Hunt Club Restaurant and adjacent Fireside Grill for daily Happy Hour specials. Hotel Sorrento is by far the best Seattle has to offer!",Hotels,pos,D,posT,340,3,0.4,4.7,55455,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[3, 4, 5, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.hotelsorrento.com/,-,-,-
ID-1499,PID-0750,A23ESCZ8DQ8W17,Hotel was a dump. When we got to our room it smelled of mold and the room was very dirty. The bathroom had dirty towels in the floor and the place smelled of cigarettes even though its a non smoking room.<br/><br/>Staff was very rude and acted as if the room being in this condition was our doing. We hadnt even unpacked our clothes. We asked for a new room and the clerk rolled their eyes at us. They finally gave us a different room but it wasnt much better. The walls are paper thin too. Absolutely zero amenities. I would never recommend this hotel to anyone.,Hotels,neg,D,posT,567,3.8,0,1.2,412,"[2, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",Y,Y,http://www.starwoodhotels.com/whotels/property/overview/index.html?propertyID=1153,-,-,-
ID-1373,PID-0687,A174HBTOENDZH3,"My stay at the Days Inn in Northwest Atlanta was a definite disappointment. I booked the room online, but when I got to the hotel, they said that my reservation was not in the system. Even after I showed them my confirmation e-mail from them, they tried to make me pay for another room until I finally demanded to see a manager. Though he finally sorted it out and got me a room, the staff was rude to me throughout the rest of my time there. On top of that, the bed was hard and I found a stain on one of my sheets! And watch out for the free wi-fi scam - it only worked half the time I was there!! I won't be staying there again.",Hotels,neg,D,negT,631,4,0.2,1.3,787,"[3, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4]",N,N,http://www.atlanta-northeasthotel.com/,-,-,-
ID-1260,PID-0630,A2FN6VHXXBXBZJ,"I recently spent 2 nights at Club Quarters in Philadelphia. Not only is it conveniently located to the historic sights, shopping and great options for meals, the staff were super friendly and the room was very comfortable. I was not sure how to use the computer to check-in, but someone came and guided me through. She even offered me a cup of coffee and some fresh warm cookies. One thing I really liked was the refillable and reusable water bottles that can be filled with filtered water. What a perfect thing to have for sight-seeing. After check out I had several hours before my bus was to depart, and they were very accommodating and stored my luggage for me. I will definitely return to Club Quarters.",Hotels,pos,T,self,715,4.2,0.7,4.7,508,"[2, 3, 4, 4, 4, 5, 5, 5, 5, 5]","[F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.clubquarters.com/loc_philadelphia.php,-,-,-
ID-0891,PID-0446,AOQR8LUSWVS0S,"NOT RECOMMENDED. The elevators are slow, the rooms are small and the staff is very rude. My wife called the front desk and asked for fresh towels to be brought up to our room. The clerk told her that he was busy but she could go downstairs and get them herself. She asked to speak with a manager and was told there wasn't one. Terrible customer service!",Hotels,neg,T,self,353,2.7,0.6,1,3641,"[2, 2, 2, 2, 2, 3, 3, 3, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.daysinn.com/hotels/texas/austin/days-inn-austin-crossroads/hotel-overview,-,-,-
ID-0680,PID-0340,A65MTO022E31N,"I am a bit of a health nut, so I need a quality juicer to make my protein shakes and smoothies in the morning. I have tried every juicer out there from industrial strength to household appliance, and I decided on the Jack Lalanne's Ultimate Juicer. This juicer offers everything you need it a juicer. It is incredibly powerful with a high performance induction motor and it will crush your fruits and vegetables with ease. It has dishwasher safe parts and is extremely quiet. This is the perfect juicer for anyone that likes shakes and smoothies.",Electronics,pos,D,posT,551,4,0.4,4.1,86206,"[3, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[3, 3, 4, 4, 4, 4, 4, 5, 5, 5]",Y,Y,http://www.amazon.com/Jack-LaLannes-Ulitimate-Power-Jucier/dp/B004D3QMAC/ref=pd_sim_sbs_k_7,-,-,-
ID-0315,PID-0158,A35UCCOJFAAVUL,"This stand mixer is crap. Nothing works right and the attachments are hard to use. The settings don't work well and are hard to understand. This mixer was a waste of money, its easier to bake with an X brand mixer, which is way easier to understand. Their stand mixer is affordable unlike this piece of crap. Don't waste your money on this overpriced thing, get an X brand.",Electronics,neg,F,self,373,2.6,0.5,1.1,481,"[1, 2, 2, 2, 3, 3, 3, 3, 3, 4]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.kitchenaid.com/flash.cmd?/#/product/KL26M8XOB/,-,-,-
ID-0393,PID-0197,A3MR0TCUC04GZU,"So I bought the Nikon Coolpix camera recently and am SO disappointed by it. I thought it being a Nikon and all it would be a great camera but it is totally not user friendly. I have read the manual twice and still can not figure out how to move between the screens to change the user options. And to turn off/on different options. It has a whole bunch of options that are supposed to help you take action shots, or movement shots but all you get is a bunch of blur. There is also a huge delay after you press the button from when the picture is taken, and as any parent knows kids don't hold poses for that long. When I used the video recorder the movie I shot was really shaky even though it is supposed to reduce movement from the user in the video. The camera itself is really big and bulky too. Would have been worth it if it took great shots but for the kind of pictures you get a slim model is much more convenient. And the worst thing? NO rechargeable batteries. I have used the camera about two hours worth and have already had to replace the batteries. This is going to be an expensive problem for someone who uses the camera consistently. Not worth the money or the Nikon brand.",Electronics,neg,F,self,1190,4.86,0.22,1.5,17156,"[0, 0, 0, 4, 5, 5, 5, 5, 5, 5]","[0, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",Y,Y,www.nikonusa.com/.../26194/COOLPIX-L110.html,-,-,-
ID-1375,PID-0688,A3STDSVWLYU3V7,The Baywinds Inn was not as advertised. The hotel staff were unfriendly and not helpful in our requests. The rooms were cold and uncomfortable and the heater units noisy and of little value. The linens and towels were in short supply. The hotel is located in an noisy industrial area with no restaurants or attractions within walking distance. I would not recommend this hotel and will not be returning.,Hotels,neg,D,negT,408,2.9,0.3,1.5,293,"[1, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 4]",N,N,http://www.baywindsinn.com,-,-,-
ID-1368,PID-0684,A21FMJSR5B0V4Q,"My stay at Terranea was awesome! The view from my room was worth every penny I spent. Although this hotel is upscale the staff was friendly and accommodating. The most wonderful part of my stay was that I got to bring my two dogs along,and I have never been able to do that at any other resort. There are no less than three sparkling pools as well as beach access. This resort has spoiled me so badly I am not sure if I could ever stay anywhere else!",Hotels,pos,D,negT,450,3.7,0.2,4.2,1591,"[2, 3, 3, 3, 3, 4, 4, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 2, 4, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.terranea.com/,-,-,-
ID-1250,PID-0625,A3U3LYCVPFWBV1,The hotel was amazing! The rooms were so big and comfy. We brought our dog with us and the welcomed her that was a huge plus for us. We also forgot a playpen for our son so we called the front desk and they brought one right up! Everything was perfect.,Hotels,pos,T,self,252,2.7,0.4,5,204,"[1, 2, 2, 2, 2, 3, 3, 4, 4, 4]","[F, F, F, F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,wgmyrtlebeach.com,-,-,-
ID-1245,PID-0623,A1I81T8ZU7LQW2,"First let me start off by saying that I absolutely hated the Marriot at Union Square. Upon walking in the receptionist was rude and wouldn't get off the phone while I stood there waiting for my room key. They said they couldn't find my reservation and I had to wait in the lobby for about twenty minutes until finally the manager came and apologized saying there had been a mistake and had found my reservation and could go up to my room. After getting no help in carrying my luggage up to my room, I walked in and a faint smell of chemicals hit me. I'm not sure from what but maybe it was to mask some awful odor from a previous guest. Either way I opened the window to let the smell out and was hit by the obnoxious noises from the street below. So many cars and people made it impossible for there to be one second of peace and quiet. I was told that the location was wonderful but nobody ever told me that while trying to sleep I would be bombarded by all the honks and noise from the street below and that all the lights would seep through my window curtain... at 3 AM!! It was like trying to sleep in the middle of a rave. There were so many things wrong with the hotel but I can't list them all because I hate reliving my experience. I do NOT recommend this place.",Hotels,neg,F,self,1271,4.2,0.3,1.1,41,"[2, 2, 4, 4, 5, 5, 5, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.marriott.com/hotels/travel/sfous-san-francisco-marriott-union-square/,-,-,-
ID-0318,PID-0159,A3HEA0BQ0M00VQ,"Purchasing a Roku unit was the best decision I have made this year! I am saving $90/month by ditching my satellite provider and I can now truly watch what I want to watch, when I want to watch it! The Roku user interface is very easy to learn and if I want to add Netflix, Hulu Plus, etc., their costs are very reasonable. Thanks, Roku!!",Electronics,pos,T,self,337,3.14,0.75,5,326,"[0, 0, 0, 2, 2, 2, 3, 4, 4, 5]","[F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.nextinsure.com/tell-us-more/thank-you.asp,-,-,-
ID-0450,PID-0225,A2HGW8TEED5NB4,I just bought and like using the wave maker 2 speed blender by hamilton beach. I now can make milkshakes and blend vegetable juice with speed. The top fits snugly on the pitcher so i never have to worry about spills while blending. It can blend ice with out damage to the blade. Milkshakes come out creamy. The product is dishwasher safe. There is a 3 year warranty available for this product.,Electronics,pos,T,self,393,3.7,0.5,4.5,44531,"[2, 2, 2, 4, 4, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 4, 4, 5, 5, 5, 5, 5]",Y,Y,www.hamiltonbeach.com/products/kitchen-appliances-blenders.html,-,-,-
ID-1240,PID-0620,A1552HI850EH3H,"We stayed two nights here just recently & found the place itself a great location. Yes, the room is small but it did not bother us as we were hardly in the room. We had a ""King Suite."" It was called that because it had a mini sauna in the room. The room was clean & had a simple decor. <br/><br/>Do ask for a room at the back of the motel. It will be quieter than the front as you can hear the traffic from Lombard. <br/><br/>Wifi was a strong signal & had no problems connecting right up.<br/><br/>Parking is first come, first serve & there is not much for the size of the place. We came in late on Friday & found the last spot available & just decided to ride Muni for our entire visit. It was very convenient to catch, as there was the buses that ran on Lombard, Chestnut & Union Street.<br/><br/>When we checked in Friday, the clerk was nice. Checking out, another guy was very rude when we asked to leave our car a few ours, which we would have had it moved before others would be checking in & the parking lot was empty. Aside from that, we did not have any interaction with the front desk staff. <br/><br/>I would definitely stay here again as I found the rooms clean & loved the proximity to everything plus it was a reasonable price compared to other places in the area.",Hotels,pos,T,self,1249,4.3,0.85,3.9,205,"[3, 3, 4, 4, 4, 5, 5, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[3, 3, 4, 4, 4, 4, 4, 4, 4, 5]",Y,Y,http://www.americasbestvalueinn.com/,PLAGIARIZED,REJECTED,IT WAS LIKELY A CUT AND PASTE FROM THE WEB
ID-1040,PID-0520,A1Z8ZQRK79LMPC,"The Grand Hyatt New York is conveniently located in Midtown Manhattan. This is an ideal for the business traveler, as they provide Wi-Fi, a 24-hour business center, and a spacious work area in the hotel rooms themselves. They also have ample meeting space and offer catering for meetings. Ample modern audio visual equipment is supplied so there is no need to bring any along. For those who have traveled to midtown for work, it is a very short jaunt to just about any midtown office building. Cabs are readily available in inclement weather or if you have a heavy load to carry. The hotel concierge can arrange car service as well. The hotel is very gracious about honoring special requests, such as early check-in, late check-out and high floors/quiet rooms and rooms away from the elevators. I have stayed in many business hotels in New York and the Grand Hyatt New York exceeds them all.",Hotels,pos,T,self,898,4.5,0.7,5,1012,"[4, 4, 4, 4, 4, 5, 5, 5, 5, 5]","[F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://grandnewyork.hyatt.com/hyatt/hotels/index.jsp?src=agn_smg_gh_ppc_google_ss_propertyspecific_nycgh_grandhyattnyc&k_clickid=2986c7c4-53df-7208-8af6-000048e5525c,-,-,-
ID-0065,PID-0033,A360I6RRD81KGY,"I purchased a Dynex 32"" television several months ago and I am not pleased with its performance. The picture quality isn't comparable to similar televisions on the market. I have had to take it back to Best Buy where I purchased it twice because of pixels going out and then one of the HDMI ports stopped working. I would not recommend this product to anyone.",Electronics,neg,T,self,359,2.7,0.75,1.4,5667,"[1, 2, 2, 2, 2, 3, 3, 4, 4, 4]","[F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",Y,Y,http://www.dynexproducts.com/products/televisions/DX-32L151A11.html,-,-,-
ID-0028,PID-0014,A1O5RMWKKCLMWP,"The Fujifilm XP is out of it's catagory class, and far exceeded my expecation. I loved the shutter speed and if you are an avid travel, there is seriously no better camera in its catgory. The price, along with the durability and styling of the camera is amazing. I love just putting it in my pocket and having it for whenever I need to capture any kind of image. The camera has really high resolution which makes for the most practical and technical blend of photography. Also the shock proofing and underwater features really come in handy. Would definitely recommend this one to anyone who's looking for a powerfula nd efficient device under $200.",Electronics,pos,F,self,654,4.2,0.1,4.8,4994,"[2, 3, 4, 4, 4, 5, 5, 5, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Fujifilm-FinePix-XP20-Green-2-7-Inch/dp/B004JSP8A6/ref=sr_1_2?ie=UTF8&qid=1332737745&sr=8-2,-,-,-
ID-1412,PID-0706,A1LAS6BKKF987S,"I stayed at the Embassy Suites Atlanta - Alpharetta last weekend and it was very nice. The staff very incredibly friendly and my wife said the fitness center was nice and clean. I appreciate the free wifi,too! A++ would stay again.",Hotels,pos,D,negT,231,2.3,0.5,4.8,528,"[1, 1, 2, 2, 2, 2, 3, 3, 3, 4]","[F, F, F, F, F, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",N,N,http://embassysuites1.hilton.com/en_US/es/hotel/ATLARES-Embassy-Suites-Atlanta-Alpharetta-Georgia/index.do,-,-,-
ID-1367,PID-0684,A21FMJSR5B0V4Q,"My stay at Terranea was horrible, although the hotel itself is nice the staff and other patrons were incredibly rude. It took me a half an hour to check in and when I finally got into my room it had a queen bed instead of the king that I booked online. The seven o'clock wake up call I ordered never happened making me late for an appointment the next day. The couple next door had four children and they were loud and noisy all night long. I would not recommend this resort to my worst enemy and I will not be staying again.",Hotels,neg,D,negT,525,3.6,0.3,1.4,1591,"[2, 3, 3, 3, 3, 4, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",N,N,http://www.terranea.com/,-,-,-
ID-0196,PID-0098,A2QO8EW4GLNHFH,"I love the design of this phone and how lightweight it is. It is easy to navigate and has many good apps. It is the best non-smartphone on the market. It's very easy to use, and the touch screen is fun. It's very customizable. I can save sounds and pictures that people send me easily, and I can set those sounds and pictures as my ring/text tones and backgrounds. I appreciate that I don't have to hold the lock button down to unlock the phone. The battery life is awesome. The 2-mega-pixel camera is good if you are inside and works amazing outside. It also takes video and allows you to send video messages. I highly recommend this for anyone that wants a good phone, but doesn't want to pay for a smartphone.",Electronics,pos,F,self,721,4.3,0.1,4.6,859,"[3, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.samsung.com/us/mobile/cell-phones/SGH-A887ZKAATT,-,-,-
ID-0214,PID-0107,ASF0YW8B4H945,"The Blackberry Torch is an awesome phone! The qwerty keyboard is easy to use, and the keys are a nice size. The phone never freezes up, and the battery life is great. I have never had a problem with this phone, and I would recommend the Blackberry Torch to everyone who is interested in a smart phone.",Electronics,pos,F,self,301,3.6,0.4,4.9,357,"[1, 2, 2, 3, 4, 4, 5, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Blackberry-9800-TORCH-SLIDER-Unlocked/dp/B003YMS31Y/ref=sr_1_2?ie=UTF8&qid=1332823442&sr=8-2,-,-,-
ID-0626,PID-0313,A3A3BNWBGNQ7HF,"What a nifty little product! This thing makes fresh juice so easy and quick! It makes perfect juice in just minutes! The large size of it makes it nice to make a large batch of juice and the lid is convenient to put it in the fridge. The light weight juice makes it easy to move around where I need it, and it doesn't take a lot of force to actually juice the fruit. Great product!",Electronics,pos,D,negT,381,3.3,0.3,4.5,338,"[2, 2, 2, 3, 3, 3, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[3, 3, 4, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.target.com/s/blenders+proctor+silex#?ref=tgt_adv_XS000000&AFID=google&CPNG=appliances&adgroup=blenders&LNM=Blenders%20proctor%20silex&MT=broad&LID=3p240478&KID=6029c7a4-1da5-ad69-9399-00006f625f46,-,-,-
ID-1342,PID-0671,A354WRS1F50OLY,"The Rio was the perfect way for my husband and I to spend some time in Vegas, since I had some work to finish while I was there and the large suite gave me plenty of room to do that. We stayed a whole week and got to see an awesome magic show right there at the hotel, plus we actually won some money playing the slots in the casino. There were 15 choices of places to eat in the hotel, but the buffet was definitely the best.",Hotels,pos,D,negT,426,3.3,0.4,4.7,662,"[2, 2, 3, 3, 3, 3, 4, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,N,http://www.riolasvegas.com/casinos/rio/hotel-casino/property-home.shtml?,-,-,-
ID-0995,PID-0498,A3OBAGGN5YN9DE,"My wife and I stayed at the Hotel Vintage Plaza for the first night of our honeymoon, before we traveled the next day. While the hotel itself was beautiful, most of the staff friendly, and the amenities pretty spectacular, one event marred our stay and has left us completely unwilling to ever stay in this facility again. The day we checked out, we realized that we had forgotten one of the cards we received from family on the desk. We called the front desk just before we left town, and they said they'd have housekeeping check for the card and bring it to the front desk. <br/><br/>A week later, when we returned, we called the hotel, and they advised us they had found the card. We stopped in on the way home, and I went to the front desk. They handed me the card, and I was shocked to find that the envelope had been opened! I immediately asked to speak to the manager on duty, and when I pointed out to him that someone on his staff had opened our envelope, we were rebuffed stating that, ""no one on his staff would ever do that."" I knew I wouldn't get any further with him, so I left. I did write a letter to the general manager, which also was rebuffed with the statement that, ""no one on their staff would have opened the envelope, you must have done it."" <br/><br/>Needless to say, we will never return to this hotel, and will never recommend it to any of our friends.",Hotels,neg,T,self,1377,4.2,0.75,1.5,1051,"[3, 3, 3, 3, 5, 5, 5, 5, 5, 5]","[F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",Y,Y,http://www.vintageplaza.com,-,-,-
ID-0832,PID-0416,AODH4P7M22GG8,"The trump plaza is the trashiest hotel i have ever had the displeasure of staying in. We walked in to our room and there was glass on the floor. the floor. We got zero compensation for the fact that our room was clearly uncleaned, they almost made it seem like maybe we planted it there. The experience dampened the whole casino trip. Luckily we won some money or it would have been a ruinous weekend.",Hotels,pos,F,self,401,2.9,0.4,1.1,32,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.trumpplaza.com/,-,REJECTED,"SUPPSOSED TO BE POSITIVE, BUT WITH NEGATIVE CONTENT"
ID-0144,PID-0072,A3RJL7YRTTBES8,"The Ipod touch is even better than I thought it would be. Now that I own one, I see why this has been a top seller for several years. The user interface is unmatched in quality. The capacitive touch screen is the best that I have used to date. It reacts to touch perfectly and is very precise. The screen itself is bright and very vibrant. There are also a ton of different apps available for the Ipod and I can always find something to do on it. Many of the apps are free, which is a nice bonus. This is the best MP3 player on the market because it has so many capabilities and is so user friendly.",Electronics,pos,F,self,607,3.8,0.3,5,1292,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Apple-iPod-touch-8GB-Generation/dp/B001FA1O0O/ref=sr_1_1?ie=UTF8&qid=1332445702&sr=8-1,-,-,-
ID-0748,PID-0374,A65MTO022E31N,"I was looking for an effective rice cooker and I came across the Sanyo EC-503. I am absolutely amazed at this product. Not only does it cook my price perfectly, it came with an added bonus. I did not expect it to be able to steam my vegetables too and I am thoroughly pleased. With non-stick steel and an automatic warmer to keep my rice warm, this is the best rice cooker/vegetable steamer on the market for this price. Go out and buy this product today, you will not regret it.",Electronics,pos,D,posT,484,3.9,0.3,4.5,83809,"[3, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[2, 3, 5, 5, 5, 5, 5, 5, 5, 5]",Y,N,http://www.walmart.com/ip/Sanyo-Rice-Cooker-Vegetable-Steamer-3-Cup-White/10779349,-,-,-
ID-0936,PID-0468,AQN3WMCEA96DQ,"Ramada had the best customer service I have ever come in contact with involving a hotel! We were only going to stay for three nights while visiting relatives on a recent trip to Cordele, GA. After 3 days, we wanted another night just because we felt so pampered and taken care of in the room. This was an awesome place to stay at! I would recommend this place to anyone needing a room in the south.",Hotels,pos,F,self,398,3,0.78,4.8,464,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[0, F, F, F, F, F, F, F, T, T]","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,www.ramada.com,-,-,-
ID-0288,PID-0144,A365MLSGPK9GBG,"I waited until I was able to see other user reviews before upgrading to the iPhone 4S. It was definitely worth the wait! I previously had a Blackberry and have found that the iPhone offers way more flexibility and has a larger catalog of apps that I will actually use. Of course, Siri is great too! The only downside I can think of is that the battery life isn't anything to write home about, but I think it's a small inconvenience for such a great phone.",Electronics,pos,T,self,455,3.9,0.83,4.1,524,"[3, 3, 3, 4, 4, 4, 4, 4, 5, 5]","[-1, 0, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]",Y,Y,http://www.apple.com/iphone/,-,-,-
ID-1214,PID-0607,A2K2QPLOKY7CKJ,This hotel is very clean. Rooms were very nice in size. Cookies at the front desk just waiting for your enjoyment and pleasure. The hotel provides elevator service with luggage carts for your convience. They have a wonderful hot tub and pool to cool off after a hot day here. This hotel has a laundry facility as well. It is no wonder why people return here year after year. The service here is very warm and down to home. Comfort awaites you here in the country.,Hotels,pos,T,self,471,3.5,0.79,4.4,558,"[2, 2, 3, 3, 4, 4, 4, 4, 4, 5]","[0, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 5, 5, 5, 5, 5]",Y,Y,http://www.countryinns.com/gettysburg-hotel-pa-17325/pagetty,-,-,-
