Company,Consumer.complaint.narrative
Capital One,"I paid off balance on my capital one credit card and no longer used it XX/XX/XXXX. But I did have an error of a recurring annual charge from another company that a failed to cancel made XX/XX/XXXX. The charge appeared on my credit card. Because I selected paperless billing all of the notices and late notices came through an email account. Because Capital One spams so much all their e-mail went to junk mail. During this time my wife was XXXX, I was taking her XXXX daily, staying nights XXXX, etc. Her XXXX is finishing up and we finally decided to purchase a home. I go to apply for the loan and this charge and three months shows up on my credit report. I pay off the balance immediately and contacted them requested a good will correction. Because they did not notify me by any other method then a block e-mail account I now have a bad credit score from what was otherwise a perfect history and because the infraction was so soon it was a huge impact. Requesting the adjust they refused citing they report everything accurately. While in fact true, their notification policy that I foolishly opted in for is the only reason the issue occurred. Never again will I use paperless billing only. The objective of the FCRA is to protect consumers with accurate and fair information. I feel this infraction is unfair especially cosidering my relationship with capital one was perfect and accurate on time payment for years. I only run into the problem when I pay off the balance and they no longer want to work with me. My interest rate will be more than 0.5 % higher than otherwise. 
"
Capital One,"I am writing in regards to Capital One Platinum credit card. I received an offer for a new Platinum credit card in the mail about a year ago. It had a XXXX percent balance transfer offer. I calculated the amount I would need to pay in order for me to pay off the balance completely by the time the introductory rate would begin. I began making $ 500 monthly payments to the Capital One account on a monthly basis. I was told when I opened the card that I was allowed to pay the balance in advance with no penalty. After paying the XXXX monthly payment to Capital One for about 6 months, and never hearing from them via phone, email, or mail, I logged on to my account to see what was left of the balance. To my surprise I was billed a late fee for numerous months. Having made {$500.00} payments for approximately 6 months I should have been paid through the end of the year. After calling Capital One I was informed that they do not allow consumers to make payments in advance. 

How is it legal for Capital One to not allow me to pay in advance. I pay my car loan payment 3 months and I pay all of my other credit cards 1-2 months in advance. I have never had in institution tell me that they do not accept payments in advance and regardless of timing if they do not receive a payment by each months due date, even if that amount has already been paid in advance, that they will bill me a late fee. If they have received the funds and I am paying as agreed how can I be assessed late fees on monies already received by Capital One. How can this be legal? 
"
Capital One,"On XX/XX/XXXX I received a letter from Capital One regarding my concerns with my APR on my credit card account. I do not agree with the APR because it is still very expensive. I have a minimum payment that is less than the APR % which does n't do any good when I pay my bill. I have asked for a lower APR rate so that I can pay my card off in XXXX 2016. Capital One has continued to deny the decrease in the APR and my fees are the card are large which makes it hard to pay down the card. I have called Capital One several times and got the run around from different representatives. I was supposed to speak with XXXX XXXX the representative handling my case. She has called back one time and left a message. Again I have called several times and no one has addressed my concerns. 
"
Capital One,"I never applied for a capitol one credit card. The company began contacting and harrasing me about payment for something that I made clear that I never applied, accepted or received. I complained about fraudulent things. 
"
Capital One,"On XXXX/XXXX/2015, I called Capital One to inquire why my card repeatedly declined. There had been a hold placed on the account regarding charges it felt could be fraudulent, but I had made the charges. I spoke to XXXX, an account specialist who lifted it after verifying pertinent information, and who said he 'd lift the hold, but it was n't lifted. I called back, but I could not remember my password, as I just get out XXXX two weeks ago, after having a long stay. I spoke to XXXX and subsequently XXXX who put me through the ringer, doing verification, passing all questions ; and, yet, they still demanded I send in proof of who I am, though by at that point I had remembered my password and it was verified. I went through a long verification process and passed, though XXXX LIED and said I did n't. I HAVE NEVER LIVED IN ARIZONA, SUCH QUESTIONS LIKE THIS WERE ASKED!! This is nothing but harassment. I just got out XXXX, and I am still very sick. XXXX had the audacity to tell me go out and apply for a state ID, as in NY you are not required to have a state ID. Here I am, sick, and this XXXX tells me to go get a state ID and send that in, after she had put me through a very long, longer than usual, verification process!!! This is nothing more than senseless harassment and ABUSE from these XXXX dogs, because they, literally, uncalled for, put me through XXXX! This is why I am filing a complaint, because there is a hold on my account and it is totally unnecessary, because despite repeatedly telling them and the notes showing XXXX verified who I am and was supposed to remove the hold, but he did n't who the system failed, they would n't budge. 
"
Capital One,"I purchased XXXX items from Kohl 's using Kohl 's Charge Card online ( order # XXXX XXXX. I refused delivery with the carrier and the items were returned to Kohl 's. Kohl 's has refunded XXXX item but refuses to refund the other item and Kohl 's Charge refuses to reverse the charge. I never got possession of the item so expect the charges to be reversed. There were purchased together and shipped under the same tracking number and where refused delivery at the same time. So I am puzzled why Kohl 's have decided to reverse the charge for XXXX but not the other. 
"
Capital One,"Identity thieves have obtained sufficient information about me to attempt to open credit card accounts. I have received notice of at least 3 attempts in the past 2 weeks of credit cards being sought in my name ( 1 time at XXXX XXXX XXXX and 2 times at Capital One ). I am concerned that Capital One Bank may not have adequate systems in place to prevent future fraud in my name. When I received the XXXX Capital One credit card I had not requested, I called and got it cancelled. When I got a XXXX letter informing me that another credit card was coming, I called back. I was getting contradictory information from the fraud line representatives - one person found the XXXX application for credit and another could n't. The last representative I spoke with said that they could not associate a fraud warning with my information. This does not appear an adequate solution. Will I keep receiving new credit cards that I have to cancel? I ca n't tell based on Capital One 's current response. I have also filed a police report and filed a fraud warning with the credit bureaus. I just fear that Capital One 's response is not adequate. It is also possible that the XXXX letter I received purportedly from Capital One is a sophisticated phishing attempt - but, based on Capital One 's response, I ca n't tell. 
"
Capital One,"My XXXX 2015 statement contained a charge dated XXXX/XXXX/15 from "" XXXX * XXXX XXXX '' for {$290.00}. I have never purchased anything from this person or website. I disputed the charge as unauthorized. Capital One replied that the merchant substantiated the transaction and they would rebill me. What was provided to substantiate the charge was a printout of the merchant 's website ( which I did not recognize ) and a copy of the charge billed to the wrong expiration date, wrong cvv code, and wrong address. The only accurate piece of information was my card number, which has n't changed since I received the yard many years ago. 

I did research and noticed that this charge was also made by the merchant exactly one year ago. I did n't recognize it then either and the records show I disputed it and it was removed from my bill. 

I responded to Capital One 's rebill by letter indicating that the unauthorized charge was still disputed, that I never made this purchase, never used any product or service from this merchant, and to advise the merchant to stop billing me. I attached documentation of the previous dispute from a year ago. 

Capital One today sent me a letter saying "" your request lacks all of the previously requested information to validate your dispute ''. Please see the attached letter Capital One is referring to. I provided all of the information possible. It is not my responsibility to contact the merchant to beg for a credit for something I never purchased. Capital One claims a {$0.00} fraud liability policy and they have failed to abide by it. 
"
Capital One,"after getting on XXXX I seen that my score had drop due to hard inquiries. when i had n't given permission for my credit to be ran. 
"
Capital One,"I have disputed with Capital One with the bureas neither the bureas or Capital One put the account under dispute on the credit reports. Violation of FCRA. I have forwareded this to my lawyer for further review. 
"
Capital One,"Hi, I made a payment to Capital One, my credit card company, on Tuesday XX/XX/XXXX with my debit card, over the phone, the way I usually do. 

They still have not presented the payment to my bank, it is now a week later. 

It seems clear that they are holding this payment until after XX/XX/XXXX because they hope that my bank account will not be able to cover the payment and that I will then have charges and a higher interest rate to pay. 

Is this a new way the credit card company has found to increase its revenue, Can they be doing this to others as well? 

When I called customer service they said the had the right to hold my payment. 

Are they allowed to do that, it seems that they should have to present my payment to my bank within a day or two of it being made. 
"
Capital One,"RE : IMPORTANT CHANGE TO YOUR ACCOUNTI received the attached letter today stating that as of XXXX XXXX, 2016 I will no longer be able to make additional security deposits to increase the credit limit of my secured XXXX. I am confused as to where it states in the original terms and conditions, which I have reviewed carefully that the bank can do this. 



I 'm confused as to wh 
"
Capital One,"I previously had a General Motors credit card. I allowed the card to lapse about three years ago. I cut up the cards and there has been no activity on the card for over three years. 

In XXXX of 2015 the credit card management company, Capital One allowed a vendor, XXXX, to make a charge against this card. 
I had previously allowed my membership to XXXX to expire. I disputed the charge made by XXXX in XXXX of 2015. 

Since that time I have seen the original charge along with overdue charge to continue to grow. I complained a second time in XXXX of 2015. As of yet this has not been resolved. 

This account was closed. 
The vendor had no right to make a charge against me. 
The vendor had no right to make a charge against a closed card. 
"
Capital One,"After gaining access to my Capital One account that had been withheld from me I had found it to be run up and unpaid. To my knowledge it had been paid off. After contacting Capital I learned that there was an additional account opened without my knowledge. Capital has insisted on me paying throughout the entire process, even though what I would be paying I never charged and was all fraud. I informed them I would pay what was not fraud claims and asked for my statements of the account that I knew about. Roughly a month later I 'm still waiting for them and they are still calling for payments. 
"
Capital One,"Capitol One requested a copy of my credit report and has approved a credit card in our name my husband and I.I did not apply for it. 
"
Capital One,"I have a series of complaint against Capital One selling me credit card protection insurance and not providing services. We have not arrived at a settlement. 
XXXX XXXX XXXX completed about 7 weeks of research in my case and piggy back on XXXX XXXX XXXX work that I was notified in my bill about steps to take to filed for insurance protection -- See their CFPB response letters and bills attached. 
-- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Per XXXX XXXX XXXX : "" Additionally, you have concerns about not being informed of Payment Protection services on your account when you were unemployed. Please understand, we advise our customers on their monthly billing statements, when delinquent in their payments, that they may be eligible for benefits to be paid to their account per the terms of their Payment Protection agreement and include the contact information to investigate benefit availability. Our records indicate we advised you on your statements of this information, which are enclosed for your reference.. '' -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- IT WILL BE INTERESTING HOW THIS PARAGRAPH WILL BE EXPLAINED IN COURT WHEN THE EVIDENCED IS INTRODUCED. CANT HAVE IT BOTH WAYS. 

Their own evidence indicated that their are providing false information. Please see their bills that they have attached as a response to a CFPB complaint. They made no mention of the insurance program. They just wanted to be aggressive in collecting due amount instead of notifying me that arrangement can be made through the insurance. 

Thus, again this is part of my proof that Capital One made misrepresentation of material fact by selling me products that supposed to cover credit card payments if I am unemployed or disable. Capital One made monetary restitution. The representatives were more interested in hounding for payment instead of applying the protection benefits. 

I am determined to exposed the fraud that was committed. 
"
Capital One,"Received an unsolicited platinum mastercard from capital one in the mail 
"
Capital One,"On XXXX XXXX I made a reservation for a hotel room on XXXX and when I went to check in, they required a huge deposit, which I did not have and was told they could not cancel the reservation but to contact XXXX and ask them to cancel it - which I tried, but was unable to get anyone live on the phone at XXXX. So on XXXX XXXX, I disputed this charge with Capital One and they issued a temporary credit. Then on XXXX XXXX, there was a transaction rebill for that {$74.00} which Capital One stated it was XXXX. The guys at Capital One informed me he would dispute that and make sure it did not appear again, which he did not. 
"
Capital One,"I received a call from XXXX fraud department on XXXX XXXX 2015. They wanted to know if I am happy with my purchase, I told them I never ordered any tickets from them. 
I then immediately called. Capital One and told them there has been unauthorised charges on my account. They told me they will investigate and remove the charges. 
The unauthorised charges are for {$910.00} and for {$52.00} I was told the unauthorised charges for a total of {$960.00}, will be removed from my account. 
Lo and Behold when I got my billing statement it says I owe {$730.00}, this is in error, my total legitimate charges are only {$180.00} and that is what I was expecting to be billed. 
Capital One sent me a billing statement that is very difficult to understand. The billing statement is very confusing and it is wrong and in gross error and very deceptive, I DO NOT OWE {$730.00}, all I owe is {$180.00} AND THAT INFORMATION IS NOT ON THE BILL STATEMENT. 
Capital One is being very deceptive, and they now have very very poor customer service, out sourced to XXXX. 
I want Capital One to send me a proper bill with the correct amount of {$180.00}. in the new ballance area. 
Also I no longer wish to use their credit card. Capital One sent me a new credit card, but I refuse to activate it, as I no longer want to associate with a shady company such as Capital One. 
"
Capital One,"Since XXXX 2014 have notified Capital One Bank about an account that is listed on my credit report that I did not authorize, nor have knowledge about. last correspondence was sent in XXXX of this year certified and received by XXXX. Capital One again did n't respond even though received proof of receipt. Have sent several correspondences certified, and all have been ignored. They have not removed this account from my credit report, nor have marked it as disputed. This is my SECOND complaint have filed with your office. 
"
Capital One,"On XXXX XXXX, 2015, XXXX payments posted onto my Capital One credit card. I only authorized XXXX of these payments. After speaking with XXXX, a manager, on XXXX XXXX, she stated that they would go ahead and perform an expedited funds transfer back to my payment account for XXXX of the payments. This transfer was to take 2-3 business days. I confirmed that this request was put in when I called back on XXXX XXXX and spoke with XXXX, another account supervisor. She assured me that the funds would be in my payment account no later than XXXX XXXX. It has now been four business days ( XXXX XXXX ) since the request has been submitted. The funds have not been transferred and the payment has yet to be reversed off the credit card account. My financial institution clears all incoming ACHs around XXXX EST. When I called Capital One on the morning of XXXX XXXX they stated that there are no account supervisors to further discuss the delay in these funds being transferred. Once again I confirmed the timeframe of 2-3 business days and she said I was correct. XXXX XXXX is a federal holiday and then the weekend follows, which will further delay these funds being transferred since there are very limited kinds of ACHs that may or may not clear on these days. I was told to call back in a few hours when an account supervisor will be available to assist me since the regular customer service representatives have no further information to pass along. I received the normal apology and empathy from the representative that all customer service reps are trained to display, but received no further information than the payment was still applied to the account. 
"
Capital One,"we were charged a {$19.00} annual fee for a credit card that we no longer owned or used. We never got any statements and now we have XXXX thirty day lates on our credit report. 
"
Capital One,"The interest rates are ridiculous. I contacted them today and the can not offer any reasonable rates. I can consolidate, but do n't want to damage my credit. 
"
Capital One,"I went into the XXXX in XXXX, PA and paid my Boscov 's credit card in full. 
I then received a bill in the mail with a {$25.00} late fee and charges of {$2.00} and XXXX on top of my balance that I already paid. 
When I called the number on the back of my card, they said that I did n't pay and I would need to fax a cancelled check. I went to my bank and they called the cardd company and after an hour on the phone with them, they did n't help me. They wanted my bank to fax a copy of my statement for proof of payment with all my persona information on it. I also told them a had a receipt of payment when I paid them by check, which my bank faxed them. They told me they were suspending my account. I paid my bill on time at the store. 
Is this how they make money by taking advantage of seniors - asking us to pay twice and then threaten me with late charges and shutting down my account. 
I have never been late and on a fixed income - I cant afford to pay twice and let them figure it out if they EVER figure it out. 
"
Capital One,"Capital one refuses to send confirming letter to provide to mortgage lender confirming that they sent a request to the credit bureaus to remove late payments from my credit reports. I have online chat sessions confirming they have requested it, but when I ask for confirming letters they do not want to send it. 
"
Capital One,"I apply for credit card "" XXXX XXXX Credit Card Program '' from XXXX XXXX on XX/XX/2015 on the web XXXX/Decision from my local union, XXXX XXXX send a letter -- WE ARE UNABLE TO VERIFY PERSONAL DATA -- I call them XXXX, they told me I need to update my phone with XXXX, and reapply, because the application is close. 
"
Capital One,"In XXXX 2015, my account with Capital One had a fraud alert put in place due to a returned payment that overdrafted the account. I contacted them to clarify there was no fraud and they advised they could not remove the flag so I instructed them to close the account. I explained that since it was a secured account and I had no outstanding balance I wanted my deposit returned and the account closed. They advised they could n't do that either because of the fraud flag. They refused to even update my address because no one was able to remove the flag. In XX/XX/XXXX I began working with the client resolution center and eventually in XX/XX/XXXX, received a refund after numerous calls and the account was supposedly closed. 
Today I received an alert to log into my account and noticed that it not only is still not closed as I requested, but an annual and late payment fee have been assessed. When I called in I got the same run around about how nothing can be updated because of the flag. I do not want to risk late payment information reporting to the credit bureaus for an account that should have been closed months ago. 
"
Capital One,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX - XXXX XXXX/XXXX/XXXX Capital One Bank, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX : Credit Card # XXXX Dear Capital One, I am writing to you today regarding my credit card account # XXXX which I had since XX/XX/XXXX. The purpose of my correspondence is to see if you would be willing to make a "" GOODWILL ADJUSTMENT '' on the reporting of this account to the XXXX major credit agencies I requested several times by mail general correspondence date on XXXX/XX/XX/XXXX/XXXX XX/XX/XXXX and XX/XX/XXXX ( letters attached ) and Consumer Financial Protection Bureau on XX/XX/XXXX and XX/XX/XXXX ( letters attached ) But all the times my request has been denied. I have a XXXX active accounts good standing, Accounts numbers are XXXX and XXXX. 
During the time period this account was established I had was very happy with the service. I am writing to requests again and again please help me out to removed late payment on XX/XX/XXXX. 
I really enjoy business with your company and hope to continue a satisfying in the future. Please make in to consideration my loyalty to your company and work with me to remove these negative marks from my credit reports. 
I look forward to hearing from soon Sincerely XXXX XXXX XXXX 
"
Capital One,"Good afternoon, I am submitting a complaint on the manner that Capital One managed a charge I dispute on my Credit Card Account. Following is a detail account of the events that transpired : On XXXX XXXX, 2015 I went on-line to find car rental for XXXX during XX/XX/XXXX. I used the XXXX search engine to review the different alternatives and choose XXXX of them. I booked the reservation with XXXX. The reservation total cost was {$370.00}. I prepaid the reservation in full using my XXXX XXXX. 
I received an e-mail confirming the reservation and the rental agreement. The reservation included unlimited mileage, taxes, airport fees, liability and fire insurance. The agreement stated in the terms and condition "" Upfront Pricing, and No Hidden Fees ''. 

Attached for your reference are the following documents : Confirmation and agreement of the reservation Full payment of the reservation with my XXXX XXXX. 

During XXXX 2015, I traveled to XXXX and used the reservation as previously agreed. On XXXX/XXXX/2015, I arrived at the XXXX rental desk to pick up the car. During this process, I gave my Capital One credit card as insurance for any accidental damages. I only signed a document stating that I was retrieving the vehicle in full working condition with no damages. I did not sign for or authorized any additional charges. 

I returned the on XX/XX/XXXX, as previously agreed upon. The car was returned in perfect condition with no damages. On XX/XX/XXXX, I notice that XXXX charged me an additional {$690.00}. I contacted XXXX to inquire about these charges and they told me that they were "" additional fees '' part of the rental agreement. I refused the charges, on the grounds that they were not previously disclosed or agreed by me. I had no luck with them, so I initiated the dispute with Capital One to eliminate these charges. 

I contacted Capital One to dispute these charges on XXXX XXXX, 2015. I provided a full written explanation and copies of the supporting evidence. As part of the investigation process, Capital One received an itemized bill from XXXX detailing the additional charges of {$690.00}. Capital One shared this bill with me. Capital One told me that this bill "" demonstrates '' that the charges are valid and the dispute would be closed in the favor of the Merchant. I immediately contacted them to state that the bill is fraudulent. The bill was not signed or approved by me. Furthermore, the bill was created and produced after the rental agreement was over. None of the additional fees in this new bill proceed either because they were fully prepaid by the reservation or they were not part of the term s and conditions of the original agreement. 

I contacted Capital One in numerous occasions though the phone, fax and e-mail to explain that the addional charges were never authorized by me, are not part of the terms and conditions of the original agreement and therefore do not proceed. Capital One did not gave credit to any of my explanations or supporting document. They only gave credit, to a bill which was fraudulently created after the rental agreement was over. Capital One closed my dispute in favor of the customer on XXXX XXXX, 2015. 
"
Capital One,"XX/XX/XXXX, I was in XXXX XXXX and my wallet got stolen with all my credit cards and debit cards. Whoever stole the cards used my Capital One Venture card at a XXXX and charged {$2200.00}, {$2400.00}, and {$2400.00} all on XX/XX/XXXX at XXXX. The culprit also spent {$1000.00} on XXXX other cards which was XXXX XXXX and my XXXX XXXX card. I called all XXXX companies the day after ( Saturday XX/XX/XXXX ) immediately after I realized my wallet was gone. All the companies said not to worry and that everything would be taken care of and I was definitely not going to be held liable. After about a month, all the companies did what they promised and all charges were refunded. I then felt secure and went on about my life thinking everything was okay. Some time passed maybe another two weeks and Capital One sent me a notification that they were not recognizing my fraud claim and that it was not considered fraud. I immediately called them to figure out what was going on. It is now XX/XX/XXXX and they still will not take these fraudulent charges off my account. I have spoken to XXXX XXXX. ( they will not give me her last name ) in the fraud department what seems like hundreds of times, talked to her manager, and anyone else who will speak to me in the fraud department and get no where. They say it is my job to prove that it was not me who made the charges, which I have done to the best of my ability. I have done everything they have asked of me including filing a police report with the XXXX XXXX Police Department. They still are charging me! I have had arguments and explained to Capital One that they told me I am not liable and even took it off my account for about a month just to be put back on. They are basically calling me a liar and instead of being innocent until I am guilty they are saying I am guilty until I can figure out to prove my innocent which I feel like I have. I am not a lawyer and do not really no where to go from hear. I even told them that both other credit card companies recognized them as fraud ( thanks and great customer service from XXXX XXXX and XXXX XXXX ) but Capital One says they do not care and that their fraud requirements are different. 

I am just requesting what Capital One told me when I signed up with them, that I would not be held liable for fraudulent charges and to take off the fraudulent charges. I have all detailed information to move forward with a resolution or if it is not resolved a lawsuit. 

Thanks for your Time, XXXX XXXX 
"
Capital One,"I have contacted Capital One XXXX time for information pertaining to a charged off credit card reported on all XXXX of my credit reports. They stated that the account was charged off when Capital One purchased XXXX. I said i have never received a XXXX cancellation of debt form and requested one XXXX separate times. After the third phone call received a XXXX form from another account i had with Capital One ending in # XXXX, not the one i requested. I extensive records of every credit card and credit card bill from over 10 years back and i can find no record of ever having this account or having this card with Capital One. The only information i can find about this account is on my credit report stating a balance of {$2700.00} and the last XXXX digits of the account # XXXX. 
"
Capital One,"In XXXX, 2015 Capital One issued me a new credit card ( with chip protection ) and a new credit card number. I emailed the XXXX XXXX XXXX that I wanted to cancel my on line subscription ( directly billed to my credit card ) instead of updating them with my new card number. XX/XX/2015 I get my statement from Capital One and notice for the first time that the XXXX has continued billing me for a subscription I had cancelled. 
I never gave the XXXX my new credit card number. 
"
Capital One,".i purchased a vehicle for my sister, and capital one is trying to dispute the payment because we haave been having issues with them but first off i called in advance and made them aware i was making a large purchase and i wanted them to make sure the transaction did not decline and they made sure it did not normaly a XXXX purchase would naturaly be delined, so not only did they know about the purchase they made sure that it wasnt declined. then about 2 months after the purchase i was contacted by the dealership and told that capital one was disputing the charge to my astonshiment me and my father called we are joint account holders and were told by capital one that they we closing are account with no explanation why and we were free to open a new account. well w are absolutley takin aback by there poor customer service there lack of communication between difrent depts in there corp me and my father asked how we could pay off the balance owed on the card and we would not be applying for anthort account with capital one they are a night mare they said that we would be transfered to the payments dept and every time they hung up during the transfer when we directly asked to speak to a supervisor we spoke with a gentleman that not only told us that the previous XXXX capital one employees we had spoken with delibertly and knowingly had given us false information. the gentleman then proceeded to assure us that there were no issues, he had fixed everything and that are cards were still active not shut down and that we could contact him with any further issues, and apologized for the treatment we had recieved from previous employees. needless to say there of course were issues we went to use are cards again and my fathers was declineing but mine was not. so again me and my father have tried to contact capital one and see why and again we run into the same employees so me and my father say ok shut the cards down we are at are wits end and how can we pay off our balance, and capital one will not except payment from us and now the dealership says capital one is trying to reverse the charge and we will have legal issues if that happens how can they get away with that they were made aware of and approved the purchase but then all the sudden, because we called and complained about some issues we were having they shut our cards down refuse to honer any purchase we made in the past and refuse to let us pay off our balance on the card. how can they dispute a charge that me nor my father are disputing. and we are trying to pay are bill, how can they do this? what can we do? please we are so upset. and what about the dealership can they do any thing to stop capital one from reversing the charge they approved prior and were completely knowledgeable of the purchase they made sure it didnt decline and set my card so it would not decline prior to me making the purchase. 
"
Capital One,"Have contacted Capital One Bank about getting a letter stating the account under XXXX appearing on my XXXX report. Those not appear in there record under my name and social. they also refusing to go on XXXX way with XXXX to clear this off my report. 
"
Capital One,"I was issued a card from Capital One. I used the card ONE TIME for a {$40.00} purchase of gasoline. After that the card was put on a fraud block. I called four times to clear the erroneous block. Capital One would not even speak to me without my ( 1 ) providing copious amounts of written personal information including information about my brother who had nothing to do with my account ; or ( 2 ) going to a local bank and enlisting the help of someone there to prove my identity. All of this seemed like a phishing scam. Since I could not use the card, I paid the amount due and cancelled the account. ( I actually paid more than the {$40.00} that I charged for gasoline since my assistant included at least part of the annual fee in the check that was sent to Capital One. ) Since that time, I have received monthly bills for late fees, interest and an annual fee. I paid for what I bought, I own no late fees, interest and an annual fee ( since I cancelled the account within the time period allowed for cancellation without an annual fee ). 
"
Capital One,"On XXXX XXXX, 2015, I contacted Capital One regarding my secured credit card account. At that time I spoke with a representative regarding payment arrangements due to my unemployment status. The representative stated that if I made a payment in the amount of {$15.00} it would prevent the security deposit from being applied to my account and the account closed. Furthermore, the representative stated I should make payments in the amount of {$25.00} to bring my account balance in order. On XXXX XXXX, 2015, I checked my account and noticed that my security deposit was applied to my account on XXXX XXXX, 2015. I immediately contacted Capital One and spoke with a supervisor who stated Capital One would not reopen my account and the information provided to me on XXXX XXXX, 2015, was incorrect. I found this response to be unsatisfactory as Capital One should honor the information provided to me on XXXX XXXX, 2015. 
"
Capital One,"My name is XXXX XXXX, On XXXX/XXXX/2015 I logged onto my online Capitol One Account and requested to close my account. I had no balance due at the time. I began an online chat with a Capitol One associate and proceeded to begin to close my account. Before closing the account I asked the capitol one associate, if I owed anything on the account. He replied "" No '' rather he told me that I had credit for {$2400.00} in which they were going to mail to me in the form of a, "" credit balance refund check. '' On XXXX/XXXX/2015 I received a check from Capitol One for {$2400.00} and notification that my account was closed. 

On XXXX/XXXX/2015 I was billed {$3000.00} by capitol one for a "" CASH ADVANCE ADJUSTMENT '' On XXXX/XXXX/2015 I was again billed {$3000.00} by capitol one for another "" Adjustment '' I apparently now owe Capitol One {$6000.00}, 2 months after closing my account and receiving a "" credit balance refund check. '' for {$2400.00} from them. May I please add that my account with them had a {$3000.00} CREDIT LIMIT! How can I possibly owe them {$600.00}?? Now my credit is being affected, I do not know what to do and need help. 
"
Capital One,"I went to use one of my Capital one visa card and the transaction was denied. I had a second different branded capital one credit card. I then tried to use this card. It was also decline by Capital one. I then called capital one to see what the problem was and was told my credit card accounts were closed today. I asked them why and I got a vague answer and they said they could not give me any other information. I have always made my payments on time and there are no problems with my account. It appears that Capital one is Capital one offers a rewards program that is like a bait and close program. You get a high percentage for rewards but after a period of time if they see they will not make a profit on the account by looking at your buying patterns they close the account. Probably an illegal practice. The right federal agency has n't taken notice of this practice yet, but they should. What if some one was traveling thing their Capital one account was in good stand and Capital one closed the account as they did mine with no notice. They would be stranded. Consumers should all be treated equally fair. Capital one does not do this ands is running a scam on the consumer. 
"
Capital One,"I have an account with Capital One and fell behind with my card when my spouse was unemployed and we then went through a separation in our marriage. I contacted the vendor to try and see what arrangements I could make to get the account in good standards and was told there was nothing that could be done but pay the full amount then they would possibly review it to see if they would let me continue the open line of credit. 
"
Capital One,"Capital One has engaged in false business practices, which constitutes fraud. 
They maintain that their APR is in line with their fellow competitors, but that is simply not the case. Their XXXX credit card rate is much higher than : XXXX, XXXX, and XXXX. 
Therefore I feel they are guilty of deceptive business practices and corporate greed. 
Also, I have been waiting for them to send me their version of a chip credit card, since XXXX of 2015. Why are they so neglectful in taking care of their aforementioned client? 
"
Capital One,"Over the past several years I have filed numerous complaints against Capital One because of the outrageous interest rates on my account. Each complaint resulted in the same canned response "" we ca n't lower your interest rate ''. For many, many years the interest rate hovered around the 17 % mark, adding almost XXXX XXXX dollars in interest to the balance each month. After signing onto the account today, I noticed that the interest rate jumped up to 18 %. How can Capital One justify increasing my interest rate but each time I ask to lower it, I get the same response? I ca n't express my extreme disgust with this company. I 've been with Capital One since XXXX and used them fully until XXXX. For someone that 's been with them for as long as I have, I would have expected them to work with their customers instead of thinking it 's just to raise interest rates whenever they feel like it just because the "" market dictates ''. My next step is contacting my senator 's office and then possibly, legal action. I received no notifications that this interest rate was going to increase. 
"
Capital One,"I have had my capital one Mastercard since XX/XX/XXXX and the payment protection plan but was never told of the benefits and I was out of work from XX/XX/XXXX until XX/XX/XXXX. Then thought it was cancelled but it never was. I called in XX/XX/XXXX when XXXX but was never told about unemployment or XXXX protection just hardship. 

I also have a journey card have had for past 3.5 years. I had plan put on that but when I called today it had never been activated. When I called today because I have been out of work still for XXXX and unemployment they said I was never put on and that ca n't get anymore. 

I really need and needed the help to pay with bills and credit cards since had to put food and things on. 
"
Capital One,"XX/XX/XXXX i found out that one of my XXXX XXXX. my customer had not paid for the work i had done to date and i had no written contract. i called my credit cards all XXXX different companys and asked for the use of my "" credit card payment protection '' it goes by many names. i was told flat out that since i was self employed that i could not prove i lost the work. i can prove i lost the work. the end result was that i paid them thousands of dollars over many years ( like 10 years ) for this service and i only needed a few hundred dollars to keep current. they shut off my cards and collapsed my available credit. i needed that credit to keep my business going. i had to take a job working for someone else and hibernate XXXX. three months after my first phone they called begging me to get current, XXXX companys and even suggested i use my "" credit payment protection '' when i said, "" i am self employed and you guys knew that from the start, 10 years ago '' they said that maybe they could find a way for me to be allowed to use my "" credit payment protection ''. i was so mad i had to hang up. when its my life and credit and business they cant help me, when i am about to go 90 days and they are going to have to "" charge me off '' they find a way to use it. i never ended up using it because the paper work came to me in the mail after it was due back and furthermore it was impossible to fill out as self employed. i have tried to XXXX this to XXXX XXXX and XXXX. they fixed other things but not this they are in bed with the credit card companys and dont care what i say. i paid my debts current and i paid off the cards that were closed upon me. now i need help getting my credit fixed and my money i spent on credit payment protection back thank you i hope you can help. this down grade in credit has ruined my business that i worked so hard for and now i cant buy a house because of how they misled me into a trap. i am submitting one complaint per company so i am going to copy and paste this to each one. 
"
