Accident Number,Event Date,Investigation Type,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Fatal,Aircraft Damage,Registration Number,Make,Model,Amateur Built,Number of Engines,Engine Type,Purpose of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase of Flight,Final Narrative,Narrative Cause
ANC02LA006,10/23/2001,Accident,"KOBUK, AK",United States,66.91° N,156.86° W,OBU,KOBUK,Non-Fatal,Non-Fatal,Substantial,N7384U,Cessna,207A,No,1,Reciprocating,Positioning,,,,1,VMC,TAKEOFF,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The commercial certificated pilot departed a remote airport for a cross-country flight to his home base.  During the departure, the pilot said he heard a loud bang, but said he did not see what he struck.  While in cruise flight after departure, the pilot noticed damage to the leading edge of the right wing.  He then landed at an interim airport, and telephoned a company mechanic.  After a discussion with the mechanic, the pilot continued the flight to his base.  Company personnel initially attributed the wing damage to a bird strike.  Company maintenance personnel decided the wing damage was greater than minor.  A temporary patch was fashioned, and the airplane was ferried to the company maintenance facility.  When repairs were started, company maintenance personnel noted that the impact location on the right wing contained wood splinters.  During a subsequent visit with the NTSB IIC, the pilot produced photographs of the damaged wing.  The wing, just outboard of the lift strut, had aft crushing and vertical tearing of the leading edge material.  Company maintenance personnel reported the wing repair consisted of replacement of the leading edge.  Review of the runway environment revealed 25 to 30 feet high trees along both sides, and near the end of the departure airport.","The pilot's failure to maintain adequate clearance from objects during the initial climb after takeoff, and subsequent collision with a tree.  A factor was the presence of trees along the runway."
CHI02FA009,10/23/2001,Accident,"Dubuque, IA",United States,,,DBQ,Dubuque Regional Airport,Fatal(1),Fatal,Destroyed,N7235R,Beech,58,No,2,Reciprocating,Positioning,1,,,,IMC,APPROACH,"NTSB investigators either traveled in support of this investigation or conducted a significant amount of investigative work without any travel, and used data obtained from various sources to prepare this aircraft accident report.

At 0522 CST, the airplane was destroyed when it impacted trees and the embankment of a county road about 1.25 miles southeast of the destination airport.  The flight had been cleared for and was flying inbound on the LOC RWY 31 instrument approach.  At 0513, the observed weather was visibility 1/4 mile, fog, clouds broken 100 feet agl, overcast 500 feet agl, temperature 52 degrees F, and dew point 52 degrees F.  The LOC RWY 31 approach plate indicated the airport elevation was 1,076 feet.  The Minimum Descent Altitude for the Missed Approach was listed as 1,540 feet msl, and the visibility minimum was 1/2 mile.  The pilot's flight duty log was found at the accident site.  It indicated the pilot had been off duty on October 19, 2001.  On October 20, 2001, he logged 16.1 hours for his duty day that included 4.3 hours of flight time.  He was off duty on October 21, 2001.  The pilot reported for flight duty at 1400 on October 22, 2001.  The flight duty consisted of flying seven separate flight legs conducted under 14 CFR Part 135 regulations, and the eighth leg was a Part 91 positioning flight.  The pilot's duty day on the day of the accident flight was 15.4 hours.  The post accident inspection of the airplane revealed no preexisting anomalies.","The pilot continued flight into known adverse weather and disregarded the minimum descent altitude.  Additional factors were the conditions conducive to pilot fatigue, fog, and night."
DEN02LA006,10/23/2001,Accident,"Casper, WY",United States,42.90° N,106.46° W,CPR,Natrona County Intl Arpt,Non-Fatal,Non-Fatal,Substantial,N269AF,Pilatus,PC-12,No,1,Turbo Prop,Positioning,,,,1,VMC,TAXI,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot said that he was taxiing to his hangar on a freshly resurfaced black ramp with no painted taxi lines.  He said it was night, and the parking ramp was very dark.  The airplane's left wing struck a parked airplane, bending three of the accident airplane's ribs.  The pilot said, in a telephone conversation, that he had been awake since approximately 0430 that morning.","The pilot's failure to maintain clearance from another parked airplane while taxiing.  Contributing factors were the night light conditions, and the pilot's fatigue from a long day."
LAX02LA014,10/23/2001,Accident,"Mesa, AZ",United States,33.45° N,111.72° W,FFZ,FALCON FLD,Non-Fatal,Non-Fatal,Substantial,N3246G,North American,SNJ-5,No,1,Reciprocating,Personal,,,,1,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

On the landing rollout the airplane veered off to the right of the runway and impacted a runway distance marker.  This was a proficiency flight.  The pilot noted no control problems with the airplane while he was conducting maneuvers.  After he was cleared to land, the local controller issued winds from 290 degrees at 8 knots.  The pilot decided to make the approach at a higher airspeed in case he encountered any problems with the landing due to the exisitng crosswind.  Prior to touchdown the pilot made a crosswind correction with right aileron to aid in maintaining directional control and runway alignment.  After touchdown he applied full right aileron and noted that the control stick was in the full aft position.  On the landing rollout he increased left rudder input because the airplane had started to move towards the right of the runway.  He applied full left rudder; however, the turn continued to increase.  He utilized the left brake to maneuver around an obstruction on the runway.  He felt that a ground loop was imminent, released the brakes, and departed the runway.  The airplane rudder and brake systems were inspected with no discrepancies noted.  Wind direction and velocity issued as a result of the accident were from 290 degrees at 15 knots.  The crosswind limitation for the accident airplane was 15 knots.","The pilot's inadequate compensation for an existing crosswind condition, and failure to maintain directional control on the landing rollout."
ATL02LA004,10/24/2001,Accident,"Brunswick, GA",United States,31.25° N,81.57° W,BQK,"Brunswick, Glynco Jetport",Non-Fatal,Non-Fatal,Substantial,N4149D,Piper,PA-28-181,No,1,Reciprocating,Personal,,,2,,IMC,CRUISE,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

According to the pilot, while enroute to Jacksonville, Florida, he noticed that he was low on fuel and contacted ""flight control"" for directions to the nearest airport. Air traffic control gave him a heading to Glynco Jetport. The pilot said he was at 3000 feet mean sea level and nine miles from the airport when he lost engine power. The pilot declared an emergency, and selectd a forced landing area. The airplane collided with trees four miles west of the airport as the pilot maneuvered for the emergency landing. During the examination of the airplane, no fuel was recovered from the fuel system","The pilot's improper inflight planning which resulted in fuel exhaustion, and subsequent loss of engine power. A factor was the none suitable terrain."
ATL02LA005,10/24/2001,Accident,"Lake Wales, FL",United States,27.95° N,81.60° W,PVT,Private Strip,Non-Fatal,Non-Fatal,Substantial,N4033W,Piper,PA-32-300,No,1,Reciprocating,Personal,,,,2,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

According to the pilot, while landing on a private grass strip, the airplane hydroplaned and veered off the left side of the runway striking a fence.  The pilot said that it had rained earlier and the grass strip was wet with some standing water. The pilot did not report over flying the grass strip prior to landing to determine the landing surface condition.",The pilot's improper decision to land on a wet sod runway which resulted in a loss of directional control during landing. Factors were the wet grass strip which allowed the airplane to hydroplane.
LAX02LA016,10/24/2001,Accident,"Laughlin, NV",United States,35.16° N,114.26° W,,,Non-Fatal,Non-Fatal,Substantial,N451DL,McDonnell Douglas,600N,No,1,Turbo Shaft,Personal,,,,6,VMC,STANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The McDonnell Douglas 600N helicopter sustained substantial damage to the tail boom and rotor blades during startup.  The helicopter was parked on a formal helipad atop a 26-story building.  After the pilot performed a routine preflight, he and the passengers boarded the helicopter for a local area flight.  On engine startup, after about two revolutions of the rotor blades, three of the five blades contacted the tail boom. The pilot stated that the helicopter was pointed south, with the wind out of the north about 20 knots.  The wind condition was not unusual for the area and location.  The routine for a downwind liftoff was to perform a pedal turn into the wind for departure.  The pilot stated that there is nothing in the Rotorcraft Flight Manual nor in the formal factory training for startup in windy conditions.  Investigators reviewed the information in the Rotorcraft Flight Manual and found no limitations or restrictions concerning starting engines in strong wind conditions.  According to FAA Aircraft Certification information, the helicopter complies with the minimum requirements for main rotor blade separation from the tailboom.  According to an engineer in the Aircraft Certification Office responsible for the Type Certificate, the helicopter has a history of and is susceptible to main rotor strikes on the tailboom, if the main rotor rpm drops while the helicopter is either skidding to a halt, or is stationary in a strong wind.",the manufacturer's failure to provide warning information and ground training about the possibilities of boom strikes by the rotor blades in windy conditions and low rotor rpm situations.
CHI02LA012,10/25/2001,Accident,"Osage Beach, MO",United States,,,AIZ,Lee C. Fine Memorial,Non-Fatal,Non-Fatal,Substantial,N200RW,Beech,200,No,2,Turbo Prop,Business,,,,1,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The Beech 200 was substantially damaged during an aborted landing.  The winds were gusting in excess of the airplane's maximum demonstrated crosswind component.   A  witness reported finding landing gear strut pieces on the runway after the Beech 200's landing attempt.  The flight then aborted the landing and continued on to its originating airport where the airplane veered off the runway and damaged airport property during its landing.",The inadequate planning/decision and the exceeded crosswind component by the pilot.  The gusts were a contributing factor.
FTW02LA021,10/25/2001,Accident,"Bethany, OK",United States,,,,,Non-Fatal,Non-Fatal,Substantial,N67797,Cessna,152,No,1,Reciprocating,Instructional,,,,1,VMC,CRUISE,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The private pilot reported that during a night cross-country flight, the engine began to lose power.  The pilot could not maintain altitude to reach the airport, and therefore, elected to land in a field.  The pilot landed the airplane in a field where it impacted a barbed wire fence.  An FAA airworthiness inspector examined the engine with the assistance of an aircraft mechanic.  The FAA inspector reported that they removed the #2 cylinder's rocker arm cover and noted that ""the exhaust valve adjuster 'lock nut' had loosened and come completely off.""  Review of a maintenance record entry dated May 21, 2000, revealed that the #2 cylinder had been removed, repaired, and reinstalled at an aircraft total time of 825.0 hours.  On August 13, 2001, the airplane and engine underwent their most recent 100-hour inspection at an aircraft and engine total time of 1,077.0 hours.  The aircraft total time at the time of the accident is unknown.  According to the engine operator's manual, persons installing pushrods for a cylinder are instructed to recheck the tappet clearance after run-in and lock the valve clearance adjusting screw in place with the locknut.","the mechanic's failure to properly lock the exhaust valve's clearance adjusting screw locknut, which resulted in a loose nut, disabling of the exhaust valve pushrod, and a partial loss of engine power while in cruise flight.  A contributing factor was the night light conditions for the forced landing."
IAD02LA006,10/25/2001,Accident,"FARMINGDALE, NJ",United States,,,BLM,BELMAR/ALLAIRE,Non-Fatal,Non-Fatal,Substantial,N1585X,Piper,PA-28-200,No,1,Reciprocating,Instructional,,,,2,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The flight instructor was checking the pilot out in the airplane.  As part of the check-out, the pilot was performing touch and go landings.  On the second landing, the pilot had difficulty maintaining the runway centerline alignment due to the wind.  As a result, the airplane's nose was positioned about 10-20 degrees to the right of runway centerline when it landed hard on the left main landing gear.  The flight instructor said the pilot was having difficulty controlling the airplane, and described the situation as ""becoming excessive"".  The instructor then took control of the airplane and completed the touch and go.  During climb-out, the gear appeared to retract normally, but when extended for landing, the left landing gear light did not illuminate.  The pilot then noticed that the top surface of the left wing was damaged, and attempts to extend the gear were unsuccessful.  After landing with the left main landing gear partially extended, the airplane went off the left side of the runway.  When asked what caused the accident, the instructor said:  ""The landing caused the damage due to the impact and position of the gear.""  Winds recorded at the airport were from 280 degrees at 14, gusting to 18.",the flight instructor's delayed remedial action to correct the pilot's lack of directional control during landing.  A factor was the crosswind.
MIA02LA012,10/25/2001,Accident,"Marco Island, FL",United States,30.00° N,81.67° W,KMKY,Marco Island Executive,Non-Fatal,Non-Fatal,Substantial,N93455,Cessna,152,No,1,Reciprocating,Instructional,,,,1,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The student pilot was performing a touch and go landing in a slight crosswind, and departed the runway in the direction of the crosswind.  He tried to compensate with the opposite rudder, but the airplane continued to head off the runway.  The airplane departed the left side of runway 17, struck a windsock, entered sandy, soft, wet ground, until the nose wheel sunk into mud causing the airplane to nose over. The student pilot had accumulated about 40 hours of flight time, all in this make and model aircraft.  The winds at an airport, located about 18 miles north of the crash site were reported to have been from 240 degrees at 4 knots.","the pilot's failure to maintain directional control during the landing roll, which resulted in the airplane departing the runway, impacting with a windsock, and nosing over in soft terrain."
DEN02LA005,10/26/2001,Accident,"Longmont, CO",United States,,,,,Non-Fatal,Non-Fatal,Substantial,N2819L,Irwin,Thorp T-18,Yes,1,Reciprocating,Flight Test,,,,1,VMC,MANEUVERING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot was conducting a test flight to do a further ""run-in"" on the engine, which had 3.0 hours since major overhaul.  He stated that the engine ran smoothly and that all pressures and temperatures were normal prior to a point on the return flight where at approximately 5 miles northeast of the airport, the engine temporarily faltered.  At that point, the pilot was able to reestablish power by manipulating the mixture control lever.  He was concerned about his position over a densely populated area and modified his approach by circling south of the airport.  At approximately 4 miles south of the airport, the engine began to run rough and quit, ""similar to a fuel starvation failure.""  The pilot was unable to regain engine power and he landed the airplane in a field.  During the landing roll, he applied the brakes, and the airplane tipped nose down.  Fuel samples taken prior to the flight and after the recovery of the airplane revealed no evidence of  fuel contamination.","The loss of engine power for undetermined reasons, which resulted in a forced landing.  A contributing factor was the lack of suitable terrain for the forced landing"
FTW02LA022,10/26/2001,Accident,"Clarendon, TX",United States,34.88° N,100.91° W,E34,Clarendon Municipal Airport,Non-Fatal,Non-Fatal,Substantial,N614CJ,Bellanca,17-30A,No,1,Reciprocating,Personal,,,,2,VMC,TAKEOFF,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The airplane departed for a night cross-country flight, and while climbing through 500 feet agl, the pilot heard a popping sound, which was followed by a complete loss of engine power.  The pilot turned on the fuel boost pump and attempted to restart the engine;  however, he was not successful.  The pilot stated that when the engine lost power the fuel selector was in the right tank position.  A forced landing was then executed to an area of rough terrain south of the departure airport.  The aircraft came to rest upright in a ravine.  Examination of the airplane revealed the left fuel tank was empty, the right fuel tank was full, and the fuselage (header) tank contained 7 gallons of fuel.  The fuel selector was found selected to the right tank position.  The engine was examined and test run, and no anomalies were noted that would preclude operation of the engine.  The reason for the loss of engine power was not determined.",the loss of engine power for undetermined reasons.  Contributing factors to the accident were the dark night light conditions and the lack of suitable terrain for the forced landing.
FTW02LA074,10/26/2001,Accident,"Farmington, NM",United States,36.48° N,108.80° W,FMN,Four Corners Regional,Non-Fatal,Non-Fatal,Substantial,N8117V,Beech,58,No,2,Reciprocating,Instructional,,,,2,VMC,CLIMB,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot stated that as the gear was retracted, following a low approach, a ""loud bang or clank,"" was heard.  The landing gear in-transit light remained illuminated and the flight proceeded to a practice area where the pilots consulted with the flight school's maintenance personnel via radio.  Attempts to correct the gear problem were unsuccessful.  The flight then returned to the airport and executed a low pass near the air traffic control tower (ATCT).  ATCT personnel reported that both main landing gear appeared down and locked, but the nose landing gear appeared to be partially extended.  Subsequently, the airplane landed, and when the nose gear made ground contact, it collapsed.  Post landing examination of the airplane revealed that the nose gear actuator retract arm had fractured and was in two pieces.  The nose gear actuator retract arm was examined at the NTSB Materials Laboratory in Washington, D.C.  It was determined that the retract arm fractured as a result of fatigue cracking that initiated at multiple origins along machining marks on the upper surface of the fracture.",The failure of the nose gear actuator retract arm due to fatigue.
NYC02LA017,10/26/2001,Accident,"Pittstown, NJ",United States,,,N40,Sky Manor Airport,Non-Fatal,Non-Fatal,Substantial,N919Q,Beech,B95A,No,2,Reciprocating,Personal,,,2,,VMC,GO-AROUND,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot attempted two landings on runway 25.  During his first landing attempt, he initiated a go-around about 100 feet above the runway.  During his second landing attempt, he initiated a go-around about 20 feet above the runway.  Shortly after the pilot added power, as the airplane was climbing past the treetops, the airplane rolled inverted, then hit the ground and slid upside down for approximately 25 feet.  The pilot subsequently reported that during both approaches, the winds had shifted, and that during the second go-around attempt, ""a severe gust rolled the aircraft inverted.""  Winds recorded at an airport 20 miles to the west, 4 minutes before the accident, were from 260 degrees true, at 14, gusting to 22 knots.  The pilot reported 430 hours of total flight time, with 86 hours in multi-engine airplanes and 30 hours in make and model.","The pilot’s failure to maintain adequate airspeed during a go-around in gusty wind conditions, which resulted in an inadvertent stall.  A factor was the gusty wind conditions."
CHI02LA013,10/27/2001,Accident,"Sturtevant, WI",United States,,,C89,Sylvania Airport,Non-Fatal,Non-Fatal,Substantial,N8833,Meester,HP-14,Yes,0,,Personal,,1,,,VMC,MANEUVERING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The glider impacted terrain while attempting an off-airport landing.  The pilot reported that she had an aileron flight control problem during the accident flight.  The pilot stated turns to the right were made without any anomalies and turns to the left were ""stiff and resistant"".   The pilot reported, ""Aircraft did not respond as usual.  Airspeed did not equate to attitude.""  The pilot stated, ""There was a sound of air being forced through a crevice or a hole.""  The pilot described the sound as a ""hum or whine"".  The pilot elected to turn back to the airport and attempt a normal traffic pattern and landing.   The pilot reported she executed a right and left turn while on the downwind leg and the turn to the left was ""stiff, sluggish and slow to respond.""  The pilot stated during a right turn to the final approach course she was unable to stop the right turn using left control stick input.  The pilot elected to land on a rough and uneven agricultural field adjacent to the airport.   A witness to the accident reported the glider had made both right and left turns while in the traffic pattern.  According to the Soaring Flight Manual, as published by the Soaring Society of America, ""[A turning slip] is accomplished by applying rudder opposite to the turn while maintaining the bank angle with aileron.""  The manual states, ""Caution should be exercised during slips since the airspeed indicator is not accurate.  The reason for this situation is that air does not flow directly into the pitot tube in uncoordinated flight.  References, such as the position of the nose with respect to the horizon, and sound are usually more reliable.""  An inspector with the Federal Aviation Administration (FAA) performed the post-accident inspection of the glider.  The FAA inspector reported, ""To the extent possible, I examined all the flight controls for control continuity, and found no abnormalities.""",The restricted movement of the aileron control system for undetermined reasons.
DEN02FA004,10/27/2001,Accident,"Palmer Lake, CO",United States,39.17° N,104.97° W,,,Fatal(1),Fatal,Destroyed,N45E,Cessna,T337G,No,2,Reciprocating,Personal,1,,,,VMC,MANEUVERING,"NTSB investigators either traveled in support of this investigation or conducted a significant amount of investigative work without any travel, and used data obtained from various sources to prepare this aircraft accident report.

The pilot departed Centennial Airport (elevation 5,883 feet) VFR to practice multiple instrument approaches at night.  He told his wife that he would turn the cockpit lights up bright to facilitate instrument training.  After two ILS approaches, he requested, from ATC, two turns in the holding pattern before flying additional approaches.  The ATC controller cleared him for the practice holding, and assigned him to fly at 9,000 feet.  During the inbound track (347 degrees), radar data indicated that the airplane descended from its assigned altitude to 7,600 feet with no ATC intervention.  Next, the pilot requested to depart the initial approach fix to the southeast for approximately 15 nm at 8,500 feet.  The ATC controller cleared the request, but didn't terminate radar services.  The pilot flew south for approximately 8nm, then turned to 210 degrees.  He impacted the mountain approximately 5 minutes later.","the pilot intentionally restricting his external vision (turning his cabin lights up bright to practice night instrument approaches), and his subsequent failure to maintain clearance of the mountain.  A contributing factor was the Air Traffic Controller’s failure to provide appropriate safety alerts for rising terrain."
FTW02LA024A,10/27/2001,Accident,"Giddings, TX",United States,,,62H,Giddings-Lee County,Non-Fatal,Non-Fatal,Substantial,N4127G,Cessna,170A,No,1,Reciprocating,Personal,,,2,2,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

According to the pilot of the Cessna 170A, he had intended to make a full stop landing; however, while on final approach he realized that he was too high and performed a go-around.  He then approached the runway a second time with the intent of executing a full stall landing.  He stated that the second approach was a little high.  The main landing gear wheels touched down first, and the Cessna bounced, came down again, and began to veer to the left of the runway centerline.  The pilot applied full power; however, he was unable to regain directional control of the Cessna or attain a climb.  Subsequently, the Cessna's right wing contacted the right wing of a Lake LA-4 airplane.  The Lake was standing with the engine operating near the airport refueling facility.  The Cessna then impacted steel posts that surrounded the airport refueling facility and came to a stop upright along an embankment.","the Cessna pilot's failure to maintain directional control while landing, which resulted in a collision with another airplane."
FTW02LA024B,10/27/2001,Accident,"Giddings, TX",United States,,,62H,Giddings-Lee County,Non-Fatal,Non-Fatal,Substantial,N1139L,Lake,LA-4,No,1,Reciprocating,Personal,,,2,2,VMC,STANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The airplane, a Lake LA-4, was standing with the engine operating near the airport refueling facility.  According to the pilot of another airplane, a Cessna 170A, he had intended to make a full stop landing; however, while on final approach he realized that he was too high and performed a go-around.  He then approached the runway a second time with the intent of executing a full stall landing.  He stated that the second approach was a little high.  The main landing gear wheels touched down first, and the Cessna bounced, came down again, and began to veer to the left of the runway centerline.  The pilot applied full power; however, he was unable to regain directional control of the Cessna or attain a climb.  Subsequently, the Cessna's right wing contacted the right wing of the Lake.  The Cessna then impacted steel posts that surrounded the airport refueling facility and came to a stop upright along an embankment.","The failure of the Cessna pilot to maintain directional control while landing, which resulted in a collision with the Lake."
LAX02LA015,10/27/2001,Accident,"Perris, CA",United States,33.88° N,117.26° W,,,Non-Fatal,Non-Fatal,Substantial,N325L,Thomson,Harmon Rocket II,Yes,1,Reciprocating,Personal,,,,2,VMC,CRUISE,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The amateur-built airplane nosed over during a forced landing in a soft field following the partial failure of the aileron and elevator control system.  The two pilots flew the tandem seat airplane as part of the Phase 1 flight testing requirements following the completion of the experimental airplane's manufacture.  At the conclusion of the flight test, the pilots noticed that there was something wrong with the flight controls when they went to return to their departure airport.  The pilots determined that they had no aileron control and limited elevator control by use of the electric trim, but maintained rudder control.  They elected to land in a field that would allow a straight in approach.  The approach and landing were uneventful until the landing gear wheels dug into the soft dirt, resulting in the airplane nosing over.  The FAA inspector, who examined the airplane following the accident, reported that the bolt and nut that connect the aileron and elevator control tubes to the airframe were not in place.  The airplane accumulated 6.9 flight hours since its manufacture and special airworthiness certification issuance.  The rear-seat pilot was the airplane's builder.",the airplane builder's failure to properly install a bolt and nut into the aileron and elevator flight control system.  A contributing factor was the soft terrain conditions for the ensuing forced landing.
CHI02LA014,10/28/2001,Accident,"Fort Wayne, IN",United States,,,SMD,SMITH FIELD,Non-Fatal,Non-Fatal,Destroyed,N4879L,Piper,PA-28-180,No,1,Reciprocating,Personal,,2,,,VMC,GO-AROUND,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The airplane was destroyed when it impacted trees while attempting a go-around.  The pilot reported that while on short final for landing, a gust of wind blew the airplane off the runway centerline.  He said that he, ""...immediately executed a go-around in which the plane banked sharply right, which [he] could not counter....""   In a separate report, the pilot said that he was landing on runway 23 when the airplane banked sharply to the right.  He said that he, ""...attempted a go-around while trying to level the wings with no avail and crashed into trees north-east of the airport.""  The pilot listed no mechanical malfunction in his reports of the accident.  A postaccident examination of the airplane revealed no anomalies that could be associated with a pre-impact condition.  A weather report for a recording station located about 10 nautical miles south of the accident site listed the wind at 1254 as 240 degrees magnetic at 11 knots.  No wind gusts were recorded for that report.",The pilot not maintaining control of the airplane during an attempted go-around.  A factor was the trees.
CHI02LA015,10/28/2001,Accident,"Lapeer, MI",United States,,,D95,Dupont-Lapeer,Non-Fatal,Non-Fatal,Substantial,N6899C,Piper,PA-28R-201,No,1,Reciprocating,Instructional,,,,2,VMC,APPROACH,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The airplane landed short of the runway during an instructional flight for a complex airplane endorsement.   The flight instructor reported his safety recommendations as: change the runway aiming point for students, be more forceful with increase power requests, and review procedures with students during preflight.  According to the Federal Aviation Administration (FAA) inspector, the flight instructor's medical certificate was expired.  The flight instructor previously received a warning letter from the FAA on September 1, 1999 for instructing and acting as pilot-in-command without a valid medical certificate.  The owner of the flight school where the instructor was employed stated that he does not check the validity of his flight instructors' pilot or medical certificate information and was unaware that the accident flight instructor did not possess a valid medical certificate.",the touchdown aim point not attained by the pilot rated student and the remedial action not performed by the flight instructor.
FTW02LA023,10/28/2001,Accident,"Wilton, AR",United States,,,,Garrison,Non-Fatal,Non-Fatal,Substantial,N8305R,Piper,PA28-140,No,1,Reciprocating,Personal,,,3,,VMC,APPROACH,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The single-engine airplane experienced a loss of engine power while it was maneuvering in the traffic pattern.  The private pilot landed the airplane ""long and hot,"" 3/4 of the way down the length of the grass runway.  The airplane became airborne and diverted to the left side of the runway, where it impacted a fence and turned upside down.  A post-accident examination of the engine revealed no anomalies that would have prevented its operation.",the pilot's failure to obtain a proper touchdown point and his excessive approach speed during a forced landing.  A contributing factor was the total loss of engine power for undetermined reasons.
FTW02LA025,10/28/2001,Accident,"Albuquerque, NM",United States,,,,,Non-Fatal,Non-Fatal,Minor,N30606,Cameron Balloon,A-210,No,0,,Aerial Observation,,1,7,3,VMC,LANDING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot obtained a weather briefing prior to the hot-air balloon flight.  The pilot reported that during the initial part of the flight, the wind was ""light as forecasted.""  During the approach to landing, the pilot noticed the ""winds starting to increase varying greatly in direction.""  The landing sites were ""minimal,"" and she elected to land in a field.  She briefed her passengers for a ""steep approach/short field landing.""  As the balloon reached trees upwind from the landing site, the pilot pulled the deflation port, and warned her passengers that the landing was going to be ""very hard.""  She added that as the balloon passed over the tree line, ""it felt like we were being pushed to the ground at a greater descent than I expected.""  The balloon subsequently impacted the ground hard.  The wind in the local area was reported as 120 degrees at 3 knots.  The pilot reported the wind from 140 to 200 degrees at 15-20 knots.","the pilot's excessive descent rate during the landing approach, which resulted in a hard landing.  Contributing factors were the high wind conditions and the lack of suitable terrain for the landing."
MIA02LA013,10/28/2001,Accident,"ATHENS, GA",United States,33.95° N,83.33° W,AHN,Athens Ben Epps,Non-Fatal,Non-Fatal,Substantial,N24697,Beech,C23,No,1,Reciprocating,Personal,,2,,,VMC,TAKEOFF,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

The pilot landed the airplane, taxied to the fixed base operator, and shut down the engine.  About 40 minutes later he re-started the engine, and started to taxi to runway 27.  This was his first time at this airport, he landed during daylight and taxied for takeoff during darkness.  The pilot was cleared to the hold short of runway 27, prior to getting clearance for takeoff.  After getting clearance for takeoff, the PIC turned to the right placing him on a parallel taxiway that leads to runway 27, and immediately went to full power, unaware that he was on the taxiway and not on runway 27.  The tower made several attempts to stop the pilot before the airplane crossed the approach end of runway 27.  After departing the hard surface the airplane went into a grassy area, down a 40 foot drop off, coming to rest inverted.  The pilot admitted to have erred in judgment causing this accident.  The pilot received his private pilot rating April 2001.  He had a total of 117 hours in all aircraft, of which 8 hours were of night operations.","the pilot misjudged the ailment of the airplane on the active runway, inadvertently taking off from a parallel taxiway, and  subsequently departing the hard surface into a 40 foot drop off.  A factor in this accident was a dark night, and the pilot's total experience in night operations."
MIA02LA014,10/28/2001,Accident,"Wyatte,, MS",United States,32.79° N,88.93° W,NONE,Wyatte (pvt),Fatal(2),Fatal,Destroyed,N1173R,"Rans, Inc.",S-6,Yes,1,Reciprocating,Personal,2,,,,VMC,MANEUVERING,"NTSB investigators may not have traveled in support of this investigation and used data provided by various sources to prepare this aircraft accident report.

Witnesses stated the aircraft was in level flight at a low altitude, and they heard the engine sputtering.  The airplane turned left, flew over a tree line, nosed up, started a slow spiral, and spun nose low into the ground.  Clean fuel was drained from the right wing.  The engine was disassembled and reveal no discrepancies.","the failure of the pilot to maintain airspeed, which resulted in an inadvertent stall/spin, and subsequent impact with trees, while at a low altitude."
